date,PFlow.csv
2019-12-31,2829.0
2020-12-31,1718.0
2021-12-31,1650.0
2022-12-31,2266.0
2023-12-31,1755.0
2024-12-31,2104.0
2025-12-31,1866.0
2026-12-31,2085.0
2027-12-31,2213.0
2028-12-31,1618.0
2029-12-31,1205.0
2030-12-31,2977.0
2031-12-31,2195.0
2032-12-31,2221.0
2033-12-31,3135.0
2034-12-31,3833.0
2035-12-31,1394.0
2036-12-31,2825.0
2037-12-31,1356.0
2038-12-31,3621.0
2039-12-31,3425.0
2040-12-31,2106.0
2041-12-31,1902.0
2042-12-31,1407.0
2043-12-31,2645.0
2044-12-31,1303.0
2045-12-31,2515.0
2046-12-31,3136.0
2047-12-31,3616.0
2048-12-31,2203.0
2049-12-31,3582.0
2050-12-31,2523.0
2051-12-31,864.4
2052-12-31,1755.0
2053-12-31,1878.0
2054-12-31,2458.0
2055-12-31,3585.0
2056-12-31,1901.0
2057-12-31,1781.0
2058-12-31,2454.0
2059-12-31,1622.0
2060-12-31,2951.0
2061-12-31,1697.0
2062-12-31,1077.0
2063-12-31,1476.0
2064-12-31,2368.0
2065-12-31,1169.0
2066-12-31,1503.0
2067-12-31,1509.0
2068-12-31,1849.0
2069-12-31,2945.0
2070-12-31,1923.0
2071-12-31,1161.0
2072-12-31,2911.0
2073-12-31,1279.0
2074-12-31,1222.0
2075-12-31,1143.0
2076-12-31,1959.0
2077-12-31,1926.0
2078-12-31,1732.0
2079-12-31,629.2
2080-12-31,2022.0
2081-12-31,1338.0
2082-12-31,1071.0
2083-12-31,1795.0
2084-12-31,1567.0
2085-12-31,1244.0
2086-12-31,1109.0
2087-12-31,2784.0
2088-12-31,2424.0
2089-12-31,1781.0
2090-12-31,2463.0
2091-12-31,1291.0
2092-12-31,1945.0
2093-12-31,1371.0
2094-12-31,2364.0
2095-12-31,1749.0
2096-12-31,2337.0
2097-12-31,1021.0
2098-12-31,1317.0
2099-12-31,2908.0
