date,PFlow.csv
2019-12-31,2829.0
2020-12-31,1940.0
2021-12-31,2534.0
2022-12-31,3182.0
2023-12-31,2583.0
2024-12-31,2221.0
2025-12-31,1925.0
2026-12-31,3375.0
2027-12-31,4202.0
2028-12-31,3717.0
2029-12-31,1747.0
2030-12-31,2110.0
2031-12-31,1685.0
2032-12-31,4632.0
2033-12-31,2076.0
2034-12-31,2959.0
2035-12-31,4267.0
2036-12-31,2044.0
2037-12-31,3017.0
2038-12-31,4550.0
2039-12-31,4168.0
2040-12-31,2647.0
2041-12-31,2307.0
2042-12-31,1424.0
2043-12-31,2676.0
2044-12-31,3292.0
2045-12-31,2027.0
2046-12-31,1964.0
2047-12-31,3060.0
2048-12-31,1411.0
2049-12-31,1490.0
2050-12-31,1161.0
2051-12-31,2397.0
2052-12-31,2479.0
2053-12-31,3419.0
2054-12-31,3001.0
2055-12-31,3020.0
2056-12-31,3210.0
2057-12-31,2443.0
2058-12-31,1530.0
2059-12-31,2263.0
2060-12-31,3068.0
2061-12-31,1819.0
2062-12-31,4992.0
2063-12-31,1847.0
2064-12-31,3178.0
2065-12-31,2715.0
2066-12-31,3476.0
2067-12-31,3394.0
2068-12-31,1753.0
2069-12-31,4003.0
2070-12-31,2638.0
2071-12-31,2099.0
2072-12-31,2824.0
2073-12-31,5002.0
2074-12-31,3147.0
2075-12-31,2849.0
2076-12-31,2361.0
2077-12-31,3317.0
2078-12-31,2315.0
2079-12-31,3397.0
2080-12-31,2141.0
2081-12-31,4047.0
2082-12-31,3893.0
2083-12-31,4277.0
2084-12-31,4885.0
2085-12-31,3072.0
2086-12-31,4856.0
2087-12-31,3876.0
2088-12-31,3436.0
2089-12-31,5454.0
2090-12-31,2893.0
2091-12-31,5138.0
2092-12-31,2740.0
2093-12-31,5101.0
2094-12-31,3768.0
2095-12-31,3586.0
2096-12-31,2767.0
2097-12-31,4542.0
2098-12-31,4845.0
2099-12-31,2796.0
