date,PFlow.csv
2019-12-31,2829.0
2020-12-31,3968.0
2021-12-31,4150.0
2022-12-31,2521.0
2023-12-31,2204.0
2024-12-31,3931.0
2025-12-31,2162.0
2026-12-31,1671.0
2027-12-31,4159.0
2028-12-31,2838.0
2029-12-31,1645.0
2030-12-31,3731.0
2031-12-31,3276.0
2032-12-31,2789.0
2033-12-31,2505.0
2034-12-31,2150.0
2035-12-31,2081.0
2036-12-31,647.9
2037-12-31,954.0
2038-12-31,1984.0
2039-12-31,2033.0
2040-12-31,4829.0
2041-12-31,2474.0
2042-12-31,1834.0
2043-12-31,4047.0
2044-12-31,4654.0
2045-12-31,1340.0
2046-12-31,2284.0
2047-12-31,1474.0
2048-12-31,2966.0
2049-12-31,1900.0
2050-12-31,2325.0
2051-12-31,5291.0
2052-12-31,1179.0
2053-12-31,3153.0
2054-12-31,4457.0
2055-12-31,2827.0
2056-12-31,1373.0
2057-12-31,3439.0
2058-12-31,1985.0
2059-12-31,1421.0
2060-12-31,2610.0
2061-12-31,1563.0
2062-12-31,2858.0
2063-12-31,2246.0
2064-12-31,2155.0
2065-12-31,1692.0
2066-12-31,1222.0
2067-12-31,1753.0
2068-12-31,1067.0
2069-12-31,819.9
2070-12-31,1422.0
2071-12-31,3258.0
2072-12-31,2032.0
2073-12-31,1811.0
2074-12-31,4998.0
2075-12-31,4964.0
2076-12-31,2820.0
2077-12-31,3627.0
2078-12-31,1225.0
2079-12-31,1658.0
2080-12-31,3440.0
2081-12-31,1924.0
2082-12-31,2249.0
2083-12-31,2706.0
2084-12-31,1453.0
2085-12-31,4051.0
2086-12-31,2832.0
2087-12-31,3200.0
2088-12-31,1903.0
2089-12-31,513.8
2090-12-31,1333.0
2091-12-31,1203.0
2092-12-31,1333.0
2093-12-31,858.6
2094-12-31,2357.0
2095-12-31,4045.0
2096-12-31,1762.0
2097-12-31,723.5
2098-12-31,1265.0
2099-12-31,2590.0
