date,PFlow.csv
2019-12-31,2829.0
2020-12-31,1340.0
2021-12-31,1122.0
2022-12-31,2311.0
2023-12-31,4371.0
2024-12-31,2214.0
2025-12-31,4961.0
2026-12-31,1332.0
2027-12-31,1349.0
2028-12-31,5963.0
2029-12-31,2639.0
2030-12-31,1523.0
2031-12-31,3331.0
2032-12-31,1280.0
2033-12-31,3489.0
2034-12-31,1090.0
2035-12-31,2745.0
2036-12-31,1900.0
2037-12-31,3739.0
2038-12-31,2344.0
2039-12-31,11650.0
2040-12-31,2161.0
2041-12-31,3018.0
2042-12-31,4989.0
2043-12-31,3090.0
2044-12-31,1836.0
2045-12-31,4541.0
2046-12-31,1765.0
2047-12-31,1486.0
2048-12-31,3924.0
2049-12-31,2934.0
2050-12-31,2698.0
2051-12-31,2810.0
2052-12-31,1871.0
2053-12-31,1248.0
2054-12-31,2179.0
2055-12-31,2407.0
2056-12-31,3439.0
2057-12-31,2005.0
2058-12-31,1817.0
2059-12-31,5148.0
2060-12-31,4218.0
2061-12-31,4369.0
2062-12-31,6736.0
2063-12-31,2395.0
2064-12-31,3803.0
2065-12-31,5541.0
2066-12-31,2751.0
2067-12-31,2360.0
2068-12-31,1862.0
2069-12-31,1732.0
2070-12-31,3106.0
2071-12-31,3684.0
2072-12-31,1446.0
2073-12-31,2701.0
2074-12-31,3291.0
2075-12-31,3508.0
2076-12-31,4409.0
2077-12-31,6216.0
2078-12-31,4120.0
2079-12-31,913.4
2080-12-31,5056.0
2081-12-31,1016.0
2082-12-31,3538.0
2083-12-31,4394.0
2084-12-31,2747.0
2085-12-31,6285.0
2086-12-31,1845.0
2087-12-31,2160.0
2088-12-31,4901.0
2089-12-31,1680.0
2090-12-31,2821.0
2091-12-31,1426.0
2092-12-31,2246.0
2093-12-31,1732.0
2094-12-31,4990.0
2095-12-31,776.0
2096-12-31,8562.0
2097-12-31,1367.0
2098-12-31,5236.0
2099-12-31,2443.0
