date,PFlow.csv
2019-12-31,2829.0
2020-12-31,2657.0
2021-12-31,2414.0
2022-12-31,1957.0
2023-12-31,3467.0
2024-12-31,2559.0
2025-12-31,2714.0
2026-12-31,3584.0
2027-12-31,5151.0
2028-12-31,1921.0
2029-12-31,2932.0
2030-12-31,2235.0
2031-12-31,2145.0
2032-12-31,1253.0
2033-12-31,3520.0
2034-12-31,3891.0
2035-12-31,1792.0
2036-12-31,2495.0
2037-12-31,3724.0
2038-12-31,2181.0
2039-12-31,3048.0
2040-12-31,5105.0
2041-12-31,2383.0
2042-12-31,3803.0
2043-12-31,1900.0
2044-12-31,2347.0
2045-12-31,2460.0
2046-12-31,4165.0
2047-12-31,4019.0
2048-12-31,5610.0
2049-12-31,2400.0
2050-12-31,3588.0
2051-12-31,3218.0
2052-12-31,4850.0
2053-12-31,3670.0
2054-12-31,2902.0
2055-12-31,3441.0
2056-12-31,3587.0
2057-12-31,2251.0
2058-12-31,2924.0
2059-12-31,2171.0
2060-12-31,3222.0
2061-12-31,2002.0
2062-12-31,4658.0
2063-12-31,1847.0
2064-12-31,3667.0
2065-12-31,6713.0
2066-12-31,1683.0
2067-12-31,2033.0
2068-12-31,1817.0
2069-12-31,1622.0
2070-12-31,2792.0
2071-12-31,2681.0
2072-12-31,1526.0
2073-12-31,4518.0
2074-12-31,1084.0
2075-12-31,4293.0
2076-12-31,4735.0
2077-12-31,5048.0
2078-12-31,4083.0
2079-12-31,5223.0
2080-12-31,3910.0
2081-12-31,3212.0
2082-12-31,1459.0
2083-12-31,1978.0
2084-12-31,2764.0
2085-12-31,3355.0
2086-12-31,2161.0
2087-12-31,1815.0
2088-12-31,5075.0
2089-12-31,4043.0
2090-12-31,2139.0
2091-12-31,6025.0
2092-12-31,5480.0
2093-12-31,4085.0
2094-12-31,2591.0
2095-12-31,4785.0
2096-12-31,4086.0
2097-12-31,2469.0
2098-12-31,2131.0
2099-12-31,3772.0
