date,PFlow.csv
2019-12-31,2829.0
2020-12-31,1642.0
2021-12-31,3313.0
2022-12-31,3041.0
2023-12-31,1452.0
2024-12-31,2914.0
2025-12-31,2243.0
2026-12-31,2518.0
2027-12-31,1436.0
2028-12-31,3085.0
2029-12-31,3395.0
2030-12-31,3254.0
2031-12-31,2266.0
2032-12-31,2363.0
2033-12-31,2084.0
2034-12-31,3235.0
2035-12-31,4307.0
2036-12-31,3855.0
2037-12-31,1919.0
2038-12-31,3564.0
2039-12-31,2365.0
2040-12-31,2603.0
2041-12-31,2973.0
2042-12-31,2454.0
2043-12-31,2263.0
2044-12-31,2806.0
2045-12-31,2102.0
2046-12-31,3432.0
2047-12-31,4761.0
2048-12-31,3517.0
2049-12-31,1616.0
2050-12-31,1896.0
2051-12-31,2783.0
2052-12-31,1989.0
2053-12-31,2955.0
2054-12-31,3707.0
2055-12-31,1338.0
2056-12-31,2549.0
2057-12-31,2515.0
2058-12-31,2444.0
2059-12-31,2314.0
2060-12-31,2726.0
2061-12-31,3209.0
2062-12-31,2676.0
2063-12-31,5064.0
2064-12-31,3515.0
2065-12-31,4317.0
2066-12-31,3251.0
2067-12-31,3683.0
2068-12-31,3290.0
2069-12-31,4827.0
2070-12-31,3001.0
2071-12-31,2789.0
2072-12-31,2307.0
2073-12-31,3056.0
2074-12-31,2341.0
2075-12-31,3566.0
2076-12-31,2504.0
2077-12-31,2800.0
2078-12-31,3474.0
2079-12-31,3990.0
2080-12-31,4706.0
2081-12-31,2491.0
2082-12-31,5110.0
2083-12-31,2027.0
2084-12-31,3059.0
2085-12-31,2872.0
2086-12-31,3281.0
2087-12-31,6838.0
2088-12-31,4615.0
2089-12-31,3690.0
2090-12-31,2502.0
2091-12-31,2151.0
2092-12-31,3923.0
2093-12-31,3401.0
2094-12-31,3781.0
2095-12-31,4901.0
2096-12-31,2608.0
2097-12-31,3361.0
2098-12-31,6054.0
2099-12-31,4735.0
