date,PFlow.csv
2019-12-31,2829.0
2020-12-31,4633.0
2021-12-31,1891.0
2022-12-31,2825.0
2023-12-31,2195.0
2024-12-31,8097.0
2025-12-31,3517.0
2026-12-31,2359.0
2027-12-31,2315.0
2028-12-31,1769.0
2029-12-31,1294.0
2030-12-31,1277.0
2031-12-31,4471.0
2032-12-31,2418.0
2033-12-31,3458.0
2034-12-31,2451.0
2035-12-31,2111.0
2036-12-31,4965.0
2037-12-31,1279.0
2038-12-31,2968.0
2039-12-31,2593.0
2040-12-31,2914.0
2041-12-31,1165.0
2042-12-31,931.6
2043-12-31,2613.0
2044-12-31,1740.0
2045-12-31,3125.0
2046-12-31,2065.0
2047-12-31,1555.0
2048-12-31,2851.0
2049-12-31,5571.0
2050-12-31,1973.0
2051-12-31,2312.0
2052-12-31,11700.0
2053-12-31,4903.0
2054-12-31,1097.0
2055-12-31,864.4
2056-12-31,3453.0
2057-12-31,4767.0
2058-12-31,2331.0
2059-12-31,4554.0
2060-12-31,4154.0
2061-12-31,1634.0
2062-12-31,11060.0
2063-12-31,1339.0
2064-12-31,1835.0
2065-12-31,1091.0
2066-12-31,5068.0
2067-12-31,2919.0
2068-12-31,3481.0
2069-12-31,1128.0
2070-12-31,4485.0
2071-12-31,4732.0
2072-12-31,3141.0
2073-12-31,3877.0
2074-12-31,2786.0
2075-12-31,1489.0
2076-12-31,2705.0
2077-12-31,2812.0
2078-12-31,5061.0
2079-12-31,1239.0
2080-12-31,2102.0
2081-12-31,2348.0
2082-12-31,2958.0
2083-12-31,1742.0
2084-12-31,2287.0
2085-12-31,1957.0
2086-12-31,6039.0
2087-12-31,1500.0
2088-12-31,990.3
2089-12-31,7229.0
2090-12-31,3718.0
2091-12-31,2589.0
2092-12-31,6176.0
2093-12-31,6820.0
2094-12-31,2856.0
2095-12-31,3923.0
2096-12-31,5918.0
2097-12-31,1110.0
2098-12-31,1600.0
2099-12-31,5766.0
