,PFlow.csv
2019,1271.2
2020,2374.2
2021,1048.3
2022,572.77
2023,311.01000000000005
2024,199.1
2025,0.0
2026,735.7800000000001
2027,34.929
2028,325.05
2029,780.0
2030,1488.8999999999999
2031,1357.1
2032,828.2
2033,1060.8
2034,893.9000000000001
2035,481.79999999999995
2036,684.7500000000001
2037,64.236
2038,5.301830000000001
2039,372.66999999999996
2040,95.99999999999999
2041,171.81
2042,88.844
2043,22.292
2044,1271.8
2045,503.06
2046,457.53000000000003
2047,1169.0
2048,626.3399999999999
2049,13.8327
2050,33.741
2051,0.0
2052,41.228
2053,248.94
2054,221.0
2055,95.29
2056,727.7
2057,430.89
2058,364.32000000000005
2059,506.79
2060,501.05999999999995
2061,273.74
2062,602.1600000000001
2063,327.13999999999993
2064,855.8999999999999
2065,192.64
2066,870.5
2067,760.4000000000001
2068,512.2
2069,0.0
2070,111.48
2071,744.5
2072,458.05
2073,380.31
2074,901.4
2075,711.64
2076,957.4000000000001
2077,484.55
2078,120.55
2079,657.74
2080,33.724
2081,86.74000000000001
2082,0.0
2083,0.0
2084,742.1
2085,167.2
2086,738.8
2087,352.83
2088,565.56
2089,108.84
2090,609.83
2091,111.30999999999999
2092,0.0
2093,0.0
2094,722.7
2095,702.6800000000001
2096,1218.4999999999998
2097,876.7
2098,916.0
2099,378.52000000000004
