date,PFlow.csv
2019-12-31,2829.0
2020-12-31,1705.0
2021-12-31,1505.0
2022-12-31,3712.0
2023-12-31,1855.0
2024-12-31,2890.0
2025-12-31,1948.0
2026-12-31,2844.0
2027-12-31,5672.0
2028-12-31,2253.0
2029-12-31,1540.0
2030-12-31,5348.0
2031-12-31,2963.0
2032-12-31,3329.0
2033-12-31,3514.0
2034-12-31,4788.0
2035-12-31,5319.0
2036-12-31,3001.0
2037-12-31,8296.0
2038-12-31,3016.0
2039-12-31,7841.0
2040-12-31,2937.0
2041-12-31,2856.0
2042-12-31,3945.0
2043-12-31,1769.0
2044-12-31,5480.0
2045-12-31,3255.0
2046-12-31,2310.0
2047-12-31,3214.0
2048-12-31,3623.0
2049-12-31,1873.0
2050-12-31,5900.0
2051-12-31,2484.0
2052-12-31,5018.0
2053-12-31,4682.0
2054-12-31,1808.0
2055-12-31,2948.0
2056-12-31,2078.0
2057-12-31,4142.0
2058-12-31,3490.0
2059-12-31,2688.0
2060-12-31,1286.0
2061-12-31,1601.0
2062-12-31,2247.0
2063-12-31,3980.0
2064-12-31,1326.0
2065-12-31,2879.0
2066-12-31,4123.0
2067-12-31,6281.0
2068-12-31,4018.0
2069-12-31,6996.0
2070-12-31,3037.0
2071-12-31,3178.0
2072-12-31,4319.0
2073-12-31,1520.0
2074-12-31,3751.0
2075-12-31,3853.0
2076-12-31,3698.0
2077-12-31,2611.0
2078-12-31,2864.0
2079-12-31,4012.0
2080-12-31,5515.0
2081-12-31,2366.0
2082-12-31,2704.0
2083-12-31,1970.0
2084-12-31,2180.0
2085-12-31,1383.0
2086-12-31,3556.0
2087-12-31,4259.0
2088-12-31,2275.0
2089-12-31,3287.0
2090-12-31,1942.0
2091-12-31,4915.0
2092-12-31,1007.0
2093-12-31,2349.0
2094-12-31,1977.0
2095-12-31,3183.0
2096-12-31,2702.0
2097-12-31,2262.0
2098-12-31,1520.0
2099-12-31,16980.0
