date,PFlow.csv
2019-12-31,2829.0
2020-12-31,2074.0
2021-12-31,2759.0
2022-12-31,3409.0
2023-12-31,2998.0
2024-12-31,3021.0
2025-12-31,1438.0
2026-12-31,2605.0
2027-12-31,2961.0
2028-12-31,3958.0
2029-12-31,2087.0
2030-12-31,3341.0
2031-12-31,3966.0
2032-12-31,1337.0
2033-12-31,2649.0
2034-12-31,1880.0
2035-12-31,3637.0
2036-12-31,3973.0
2037-12-31,5346.0
2038-12-31,3450.0
2039-12-31,1584.0
2040-12-31,2610.0
2041-12-31,2906.0
2042-12-31,3158.0
2043-12-31,3953.0
2044-12-31,1162.0
2045-12-31,3068.0
2046-12-31,2289.0
2047-12-31,1809.0
2048-12-31,2066.0
2049-12-31,3241.0
2050-12-31,4594.0
2051-12-31,3046.0
2052-12-31,1911.0
2053-12-31,2607.0
2054-12-31,2984.0
2055-12-31,1891.0
2056-12-31,2560.0
2057-12-31,3486.0
2058-12-31,2460.0
2059-12-31,1681.0
2060-12-31,2987.0
2061-12-31,3656.0
2062-12-31,1757.0
2063-12-31,2066.0
2064-12-31,3896.0
2065-12-31,3587.0
2066-12-31,4518.0
2067-12-31,3632.0
2068-12-31,2173.0
2069-12-31,1935.0
2070-12-31,2365.0
2071-12-31,3562.0
2072-12-31,3094.0
2073-12-31,1117.0
2074-12-31,1815.0
2075-12-31,1901.0
2076-12-31,1547.0
2077-12-31,3089.0
2078-12-31,1881.0
2079-12-31,1193.0
2080-12-31,1694.0
2081-12-31,2738.0
2082-12-31,5661.0
2083-12-31,2023.0
2084-12-31,2863.0
2085-12-31,3944.0
2086-12-31,4218.0
2087-12-31,2111.0
2088-12-31,2815.0
2089-12-31,3691.0
2090-12-31,1691.0
2091-12-31,2079.0
2092-12-31,1963.0
2093-12-31,3040.0
2094-12-31,2640.0
2095-12-31,3263.0
2096-12-31,3173.0
2097-12-31,2641.0
2098-12-31,1875.0
2099-12-31,2120.0
