date,PFlow.csv
2019-12-31,2829.0
2020-12-31,2283.0
2021-12-31,3339.0
2022-12-31,4812.0
2023-12-31,1779.0
2024-12-31,2638.0
2025-12-31,1356.0
2026-12-31,3996.0
2027-12-31,2722.0
2028-12-31,3544.0
2029-12-31,1987.0
2030-12-31,2872.0
2031-12-31,2683.0
2032-12-31,3766.0
2033-12-31,1420.0
2034-12-31,3357.0
2035-12-31,2568.0
2036-12-31,3310.0
2037-12-31,1173.0
2038-12-31,1735.0
2039-12-31,854.0
2040-12-31,1110.0
2041-12-31,1815.0
2042-12-31,2254.0
2043-12-31,2155.0
2044-12-31,2605.0
2045-12-31,1202.0
2046-12-31,1898.0
2047-12-31,1628.0
2048-12-31,2668.0
2049-12-31,2288.0
2050-12-31,3700.0
2051-12-31,3401.0
2052-12-31,1886.0
2053-12-31,4649.0
2054-12-31,1484.0
2055-12-31,2909.0
2056-12-31,3022.0
2057-12-31,1850.0
2058-12-31,3206.0
2059-12-31,1118.0
2060-12-31,2476.0
2061-12-31,1831.0
2062-12-31,1658.0
2063-12-31,1573.0
2064-12-31,1065.0
2065-12-31,1568.0
2066-12-31,2292.0
2067-12-31,793.0
2068-12-31,4779.0
2069-12-31,3209.0
2070-12-31,1993.0
2071-12-31,1858.0
2072-12-31,784.0
2073-12-31,1553.0
2074-12-31,1621.0
2075-12-31,1905.0
2076-12-31,2232.0
2077-12-31,1678.0
2078-12-31,1903.0
2079-12-31,1557.0
2080-12-31,1939.0
2081-12-31,2253.0
2082-12-31,2344.0
2083-12-31,2230.0
2084-12-31,1827.0
2085-12-31,2676.0
2086-12-31,3132.0
2087-12-31,1237.0
2088-12-31,1837.0
2089-12-31,1205.0
2090-12-31,1969.0
2091-12-31,1606.0
2092-12-31,2526.0
2093-12-31,1252.0
2094-12-31,997.0
2095-12-31,1188.0
2096-12-31,1504.0
2097-12-31,1154.0
2098-12-31,1398.0
2099-12-31,1371.0
